quarter_year,survival,ci_lb,ci_ub,sex,dep,region,route,stage_cat,agegrp,diagnosisyear
.75,.94999999,.93000001,.95999998,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
1,.93000001,.91000003,.94999999,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
1.25,.91000003,.88999999,.93000001,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
1.5,.89999998,.88,.92000002,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
1.75,.88,.86000001,.91000003,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
2,.87,.83999997,.89999998,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
2.25,.86000001,.82999998,.88,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
2.5,.82999998,.80000001,.86000001,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
2.75,.81,.77999997,.83999997,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
3,.79000002,.75999999,.82999998,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
3.25,.76999998,.74000001,.81,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
3.5,.75999999,.73000002,.80000001,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
3.75,.75,.70999998,.77999997,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
4,.73000002,.69999999,.76999998,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
4.25,.72000003,.68000001,.75999999,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
4.5,.70999998,.67000002,.75,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
4.75,.69999999,.66000003,.74000001,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
5,.68000001,.63999999,.72000003,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
0,1,1,1,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
.25,.88,.86000001,.91000003,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
.5,.81,.79000002,.83999997,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
.75,.75,.72000003,.77999997,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
1,.69,.64999998,.72000003,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
1.25,.64999998,.62,.68000001,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
1.5,.62,.58999997,.66000003,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
1.75,.60000002,.56999999,.63,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
2,.56999999,.54000002,.61000001,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
2.25,.55000001,.51999998,.58999997,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
2.5,.54000002,.5,.56999999,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
2.75,.50999999,.47,.54000002,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
3,.49000001,.44999999,.52999997,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
3.25,.47,.43000001,.50999999,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
3.5,.44999999,.41,.49000001,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
3.75,.43000001,.38999999,.47,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
4,.41999999,.38,.46000001,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
4.25,.41,.38,.44999999,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
4.5,.41,.37,.44,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
4.75,.40000001,.36000001,.44,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
5,.38999999,.34999999,.43000001,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
0,.99000001,.98000002,1.01,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
.25,.94,.89999998,.97000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
.5,.92000002,.87,.95999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
.75,.88,.82999998,.93000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
1,.82999998,.77999997,.88999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
1.25,.81999999,.75999999,.88,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
1.5,.81,.74000001,.87,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
1.75,.80000001,.73000002,.86000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
2,.80000001,.73000002,.86000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
2.25,.80000001,.73000002,.86000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
2.5,.76999998,.69999999,.83999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
2.75,.75999999,.69,.82999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
3,.75,.68000001,.81999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
3.25,.74000001,.67000002,.81,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
3.5,.74000001,.67000002,.81,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
3.75,.73000002,.64999998,.80000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
4,.73000002,.64999998,.80000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
4.25,.72000003,.63999999,.79000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
4.5,.72000003,.63999999,.79000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
4.75,.69999999,.62,.77999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
5,.69999999,.62,.77999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
0,.99000001,.98000002,1.01,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
.25,.98000002,.94999999,1,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
.5,.95999998,.92000002,.99000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
.75,.89999998,.86000001,.94999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
1,.88,.81999999,.93000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
1.25,.85000002,.79000002,.91000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
1.5,.83999997,.76999998,.89999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
1.75,.81999999,.75999999,.88999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
2,.80000001,.74000001,.87,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
2.25,.80000001,.74000001,.87,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
2.5,.76999998,.69999999,.85000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
2.75,.75999999,.69,.83999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
3,.75999999,.69,.83999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
3.25,.75999999,.69,.83999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
3.5,.75999999,.69,.83999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
3.75,.75999999,.69,.83999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
4,.75999999,.69,.83999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
4.25,.75999999,.69,.83999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
4.5,.75999999,.69,.83999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
4.75,.75999999,.69,.83999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
5,.75999999,.69,.83999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
0,.99000001,.99000001,1,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
.25,.94,.91000003,.97000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
.5,.89999998,.86000001,.94,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
.75,.86000001,.81999999,.91000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
1,.81,.75999999,.87,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
1.25,.80000001,.74000001,.85000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
1.5,.80000001,.74000001,.85000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
1.75,.79000002,.74000001,.85000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
2,.77999997,.72000003,.83999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
2.25,.76999998,.70999998,.82999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
2.5,.76999998,.69999999,.82999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
2.75,.75999999,.69999999,.81999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
3,.75,.69,.81,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
3.25,.72000003,.64999998,.79000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
3.5,.69,.62,.75999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
3.75,.64999998,.57999998,.73000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
4,.64999998,.57999998,.73000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
4.25,.63999999,.56,.72000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
4.5,.63,.55000001,.70999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
4.75,.63,.55000001,.70999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
5,.63,.55000001,.70999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
0,1,.99000001,1,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
.25,.93000001,.89999998,.97000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
.5,.89999998,.86000001,.94,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
.75,.87,.82999998,.92000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
1,.85000002,.80000001,.88999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
1.25,.82999998,.77999997,.88,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
1.5,.81999999,.76999998,.87,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
1.75,.81999999,.76999998,.87,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
2,.77999997,.72000003,.82999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
2.25,.75999999,.69999999,.81,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
2.5,.74000001,.69,.80000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
2.75,.73000002,.67000002,.79000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
3,.69999999,.63,.75999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
3.25,.69,.62,.75,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
3.5,.68000001,.62,.75,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
3.75,.68000001,.62,.75,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
4,.67000002,.60000002,.73000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
4.25,.66000003,.58999997,.73000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
4.5,.64999998,.57999998,.72000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
4.75,.63,.56,.69999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
5,.62,.55000001,.69,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
0,.99000001,.98000002,1,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
.25,.93000001,.89999998,.95999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
.5,.88,.83999997,.91000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
.75,.83999997,.80000001,.88,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
1,.80000001,.75,.83999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
1.25,.76999998,.73000002,.81999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
1.5,.75999999,.70999998,.80000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
1.75,.72000003,.67000002,.76999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
2,.69,.63999999,.75,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
2.25,.69,.63999999,.74000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
2.5,.66000003,.61000001,.70999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
2.75,.63999999,.58999997,.69999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
3,.63,.56999999,.69,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
3.25,.63,.56999999,.68000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
3.5,.62,.56,.67000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
3.75,.61000001,.55000001,.66000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
4,.58999997,.54000002,.64999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
4.25,.56999999,.50999999,.63,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
4.5,.56999999,.50999999,.63,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
4.75,.56999999,.50999999,.63,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
5,.56,.49000001,.62,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
0,1,.99000001,1,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
.25,.92000002,.88999999,.94999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
.5,.88,.85000002,.92000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
.75,.83999997,.80000001,.88,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
1,.80000001,.75,.85000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
1.25,.75999999,.70999998,.81,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
1.5,.72000003,.67000002,.77999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
1.75,.70999998,.66000003,.76999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
2,.68000001,.62,.74000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
2.25,.64999998,.60000002,.70999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
2.5,.63999999,.58999997,.69999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
2.75,.62,.56,.68000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
3,.57999998,.51999998,.63999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
3.25,.55000001,.49000001,.62,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
3.5,.51999998,.46000001,.58999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
3.75,.47999999,.41,.55000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
4,.44999999,.38,.51999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
4.25,.44,.37,.50999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
4.5,.41999999,.34999999,.49000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
4.75,.41999999,.34999999,.49000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
5,.41,.34,.47999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
0,1,.99000001,1,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
.25,.88999999,.85000002,.94,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
.5,.81999999,.75999999,.87,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
.75,.75,.69,.81,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
1,.70999998,.63999999,.76999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
1.25,.68000001,.62,.75,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
1.5,.68000001,.61000001,.74000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
1.75,.64999998,.58999997,.72000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
2,.63999999,.56999999,.70999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
2.25,.62,.55000001,.69,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
2.5,.58999997,.51999998,.66000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
2.75,.56,.49000001,.63999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
3,.55000001,.47999999,.63,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
3.25,.50999999,.43000001,.58999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
3.5,.49000001,.41,.56999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
3.75,.49000001,.41,.56999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
4,.47,.38999999,.55000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
4.25,.44999999,.37,.52999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
4.5,.44999999,.37,.52999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
4.75,.44,.34999999,.51999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
5,.41,.31999999,.49000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
0,.99000001,.98000002,1.01,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
.25,.80000001,.74000001,.87,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
.5,.74000001,.67000002,.81,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
.75,.69999999,.63,.76999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
1,.66000003,.57999998,.74000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
1.25,.61000001,.52999997,.69,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
1.5,.58999997,.50999999,.67000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
1.75,.56,.47999999,.63999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
2,.55000001,.47,.63999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
2.25,.51999998,.43000001,.60000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
2.5,.49000001,.40000001,.56999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
2.75,.44,.34999999,.51999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
3,.43000001,.34,.50999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
3.25,.43000001,.34,.50999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
3.5,.40000001,.31,.49000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
3.75,.34999999,.25,.44,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
4,.34999999,.25,.44,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
4.25,.33000001,.23,.41999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
4.5,.33000001,.23,.41999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
4.75,.33000001,.23,.41999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
5,.27000001,.17,.38,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
0,.99000001,.95999998,1.01,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
.25,.77999997,.69,.87,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
.5,.73000002,.63,.82999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
.75,.64999998,.55000001,.75999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
1,.62,.50999999,.72000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
1.25,.55000001,.44,.66000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
1.5,.47999999,.37,.58999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
1.75,.47999999,.37,.58999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
2,.44999999,.34,.56,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
2.25,.43000001,.31999999,.55000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
2.5,.41999999,.30000001,.52999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
2.75,.36000001,.25,.47,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
3,.33000001,.20999999,.44,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
3.25,.28999999,.18000001,.40000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
3.5,.28999999,.18000001,.40000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
4.25,.27000001,.16,.37,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
4.5,.19,.079999998,.28999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
4.75,.19,.079999998,.28999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
5,.19,.079999998,.28999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
0,.98000002,.93000001,1.02,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
.25,.64999998,.50999999,.79000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
.5,.50999999,.36000001,.66000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
.75,.49000001,.34,.63999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
1,.40000001,.25,.54000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
1.25,.37,.23,.50999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
1.5,.34999999,.20999999,.49000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
1.75,.30000001,.17,.44,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
2,.30000001,.17,.44,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
2.25,.30000001,.17,.44,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
2.5,.28,.14,.41,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
2.75,.22,.1,.34,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
3.5,.19,.07,.31,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
4,.19,.07,.31,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
4.25,.19,.07,.31,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
4.5,.13,.0099999998,.23999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
5,.13,.0099999998,.23999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
0,1,.99000001,1,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
.25,.91000003,.87,.94,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
.5,.85000002,.81,.88999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
.75,.82999998,.77999997,.87,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
1,.77999997,.73000002,.82999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
1.25,.75,.69999999,.80000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
1.5,.72000003,.67000002,.76999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
1.75,.69999999,.64999998,.75999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
2,.69,.63,.74000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
2.25,.67000002,.62,.73000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
2.5,.64999998,.58999997,.70999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
2.75,.63999999,.57999998,.69999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
3,.63,.56999999,.69,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
3.25,.61000001,.56,.67000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
3.5,.60000002,.55000001,.66000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
3.75,.58999997,.52999997,.64999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
4,.57999998,.52999997,.63999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
4.25,.56999999,.51999998,.63,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
4.5,.56999999,.50999999,.63,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
4.75,.55000001,.49000001,.61000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
5,.52999997,.47,.58999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
0,1,.99000001,1,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
